index,Account_No,DATE,TRANSACTION_DETAILS,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT,year,month,day,type,AMOUNT,receiver_Account
3549,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4052763.7100000083,2018,5,29,PAYEMENT,500.0,M453940999
3550,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,1500.0,0.0,4051263.7100000083,2018,5,29,PAYEMENT,1500.0,M121644275
3551,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4050763.7100000083,2018,5,29,DEBIT,500.0,M251074782
3552,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,100.0,0.0,4050663.7100000083,2018,5,29,CHECK_WITHDRAWAL,100.0,C173783788
3553,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,200.0,0.0,4050463.7100000083,2018,5,29,CASH_OUT,200.0,C481402298
3554,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4049963.7100000083,2018,5,29,CHECK_WITHDRAWAL,500.0,C173783788
3555,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,300.0,0.0,4049663.7100000083,2018,5,29,CHECK_WITHDRAWAL,300.0,C885951223
3556,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,100.0,0.0,4049563.7100000083,2018,5,29,CHECK_WITHDRAWAL,100.0,C995911260
3557,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,100.0,0.0,4049463.7100000083,2018,5,29,DEBIT,100.0,C1916720513
3558,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,2000.0,0.0,4047463.7100000083,2018,5,29,PAYEMENT,2000.0,C306206744
3559,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4046963.7100000083,2018,5,29,DEBIT,500.0,C1916720513
3560,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4046463.7100000083,2018,5,29,CASH_OUT,500.0,C909295153
3561,409000493210',2018-05-29,OXYGEN NFS SETT 27-05-18,500.0,0.0,4045963.7100000083,2018,5,29,CASH_OUT,500.0,C1899073220
3562,409000493210',2018-05-29,Indiaforensic  RUPAY SETT 290518,3324.08,0.0,4042639.6300000064,2018,5,29,DEBIT,3324.08,C306206744
3563,409000493210',2018-05-29,Indiaforensic  RUPAY SETT 290518,110.71,0.0,4042528.9200000064,2018,5,29,DEBIT,110.71,C1538745405
3564,409000493210',2018-05-30,FDRL/INTERNAL FUND TRANSFE,0.0,100000.0,4142528.9200000064,2018,5,30,CHECK_CASHING,100000.0,C306206744
3565,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,400.0,0.0,4142128.9200000064,2018,5,30,DEBIT,400.0,C985934102
3566,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,1500.0,0.0,4140628.9200000064,2018,5,30,CASH_OUT,1500.0,C2083562754
3567,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,200.0,0.0,4140428.9200000064,2018,5,30,DEBIT,200.0,C977993101
3568,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,300.0,0.0,4140128.9200000064,2018,5,30,DEBIT,300.0,C1916720513
3569,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,1400.0,0.0,4138728.9200000064,2018,5,30,DEBIT,1400.0,C1789550256
3570,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,1000.0,0.0,4137728.9200000064,2018,5,30,PAYEMENT,1000.0,C453211571
3571,409000493210',2018-05-30,OXYGEN NFS SETT 29-05-201,300.0,0.0,4137428.9200000064,2018,5,30,PAYEMENT,300.0,C2134357721
3572,409000493210',2018-05-30,Indiaforensic  RUPAY SETT 300518,640.58,0.0,4136788.3400000064,2018,5,30,CHECK_WITHDRAWAL,640.58,C2083562754
3573,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,500.0,0.0,4136288.3400000064,2018,5,31,DEBIT,500.0,C1899073220
3574,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,1300.0,0.0,4134988.3400000064,2018,5,31,CASH_OUT,1300.0,C665576141
3575,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,2000.0,0.0,4132988.3400000064,2018,5,31,PAYEMENT,2000.0,M511646132
3576,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,1000.0,0.0,4131988.3400000064,2018,5,31,DEBIT,1000.0,M70543368
3577,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,1000.0,0.0,4130988.3400000064,2018,5,31,DEBIT,1000.0,C173783788
3578,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,2500.0,0.0,4128488.3400000064,2018,5,31,PAYEMENT,2500.0,C187649742
3579,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,8000.0,0.0,4120488.3400000064,2018,5,31,PAYEMENT,8000.0,C716157500
3580,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,10000.0,0.0,4110488.3400000064,2018,5,31,DEBIT,10000.0,C1877453512
3581,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,200.0,0.0,4110288.3400000064,2018,5,31,PAYEMENT,200.0,M1768142988
3582,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,3300.0,0.0,4106988.3400000064,2018,5,31,DEBIT,3300.0,M1424243710
3583,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,2500.0,0.0,4104488.3400000064,2018,5,31,CHECK_WITHDRAWAL,2500.0,M1681423383
3584,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,200.0,0.0,4104288.3400000064,2018,5,31,CHECK_WITHDRAWAL,200.0,M167275971
3585,409000493210',2018-05-31,OXYGEN NFS SETT 30-05-201,200.0,0.0,4104088.3400000064,2018,5,31,DEBIT,200.0,M1714317354
3586,409000493210',2018-05-31,Indiaforensic  RUPAY SETT 310518,2118.42,0.0,4101969.9200000064,2018,5,31,PAYEMENT,2118.42,M1688151539
3587,409000493210',2018-05-31,Indiaforensic  RUPAY SETT 310518,411.42,0.0,4101558.500000006,2018,5,31,DEBIT,411.42,C726762476
3588,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,400.0,0.0,4101158.500000006,2018,6,1,DEBIT,400.0,M200760156
3589,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,9000.0,0.0,4092158.500000006,2018,6,1,PAYEMENT,9000.0,C1674899618
3590,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,100.0,0.0,4092058.500000006,2018,6,1,DEBIT,100.0,C1823014131
3591,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,3500.0,0.0,4088558.500000006,2018,6,1,CHECK_WITHDRAWAL,3500.0,C173783788
3592,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,8000.0,0.0,4080558.500000006,2018,6,1,DEBIT,8000.0,C13329486
3593,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,600.0,0.0,4079958.500000006,2018,6,1,CASH_OUT,600.0,M848343462
3594,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,500.0,0.0,4079458.500000006,2018,6,1,PAYEMENT,500.0,M1740571776
3595,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,1000.0,0.0,4078458.500000006,2018,6,1,PAYEMENT,1000.0,M855286124
3596,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,10000.0,0.0,4068458.500000006,2018,6,1,DEBIT,10000.0,M733693146
3597,409000493210',2018-06-01,OXYGEN NFS SETT 31-05-201,1000.0,0.0,4067458.500000006,2018,6,1,CHECK_WITHDRAWAL,1000.0,M1209462308
3598,409000493210',2018-06-01,Indiaforensic  RUPAY SETT 010618,100.71,0.0,4067357.790000006,2018,6,1,CASH_OUT,100.71,M1935751909
3599,409000493210',2018-06-02,OXYGEN NFS SETT 01-06-201,6000.0,0.0,4061357.790000006,2018,6,2,DEBIT,6000.0,C1428469551
3600,409000493210',2018-06-02,OXYGEN NFS SETT 01-06-201,200.0,0.0,4061157.790000006,2018,6,2,CHECK_WITHDRAWAL,200.0,M1324526451
3601,409000493210',2018-06-02,OXYGEN NFS SETT 01-06-201,400.0,0.0,4060757.790000006,2018,6,2,CASH_OUT,400.0,M1905229914
3602,409000493210',2018-06-02,OXYGEN NFS SETT 01-06-201,1900.0,0.0,4058857.790000006,2018,6,2,CASH_OUT,1900.0,M1434151479
3603,409000493210',2018-06-02,OXYGEN NFS SETT 01-06-201,1000.0,0.0,4057857.790000006,2018,6,2,DEBIT,1000.0,C2134357721
3604,409000493210',2018-06-02,Indiaforensic  RUPAY SETT 020618,5571.48,0.0,4052286.310000006,2018,6,2,PAYEMENT,5571.48,M1576416089
3605,409000493210',2018-06-02,Indiaforensic  RUPAY SETT 020618,200.71,0.0,4052085.600000006,2018,6,2,CHECK_WITHDRAWAL,200.71,M1530504166
3606,409000493210',2018-06-04,TRF FROM  Indiaforensic SERVICES,0.0,24000.0,4076085.600000006,2018,6,4,TRANSFER,24000.0,C1883840933
3607,409000493210',2018-06-04,Indiaforensic  RUPAY SETT 030618,1494.42,0.0,4074591.180000006,2018,6,4,PAYEMENT,1494.42,C621014131
3608,409000493210',2018-06-04,Indiaforensic  RUPAY SETT 040618,5118.29,0.0,4069472.890000006,2018,6,4,PAYEMENT,5118.29,C22805895
3609,409000493210',2018-06-04,Indiaforensic  RUPAY SETT 040618,5000.71,0.0,4064472.180000006,2018,6,4,DEBIT,5000.71,C117162427
3610,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,2000.0,0.0,4062472.180000006,2018,6,5,PAYEMENT,2000.0,C1782113663
3611,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,200.0,0.0,4062272.180000006,2018,6,5,CHECK_WITHDRAWAL,200.0,C117162427
3612,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,500.0,0.0,4061772.180000006,2018,6,5,PAYEMENT,500.0,C1750563752
3613,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,400.0,0.0,4061372.180000006,2018,6,5,CHECK_WITHDRAWAL,400.0,C1222590577
3614,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,2200.0,0.0,4059172.180000006,2018,6,5,DEBIT,2200.0,C392292416
3615,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,1000.0,0.0,4058172.180000006,2018,6,5,CASH_OUT,1000.0,C97730845
3616,409000493210',2018-06-05,OXYGEN NFS SETT 02-06-201,9600.0,0.0,4048572.180000006,2018,6,5,DEBIT,9600.0,C874189736
3617,409000493210',2018-06-05,OXYGEN NFS SETT 03-06-201,10000.0,0.0,4038572.180000006,2018,6,5,CASH_OUT,10000.0,C1286084959
3618,409000493210',2018-06-05,OXYGEN NFS SETT 03-06-201,1700.0,0.0,4036872.180000006,2018,6,5,CHECK_WITHDRAWAL,1700.0,C667346055
3619,409000493210',2018-06-05,OXYGEN NFS SETT 03-06-201,1100.0,0.0,4035772.180000006,2018,6,5,CASH_OUT,1100.0,C214187874
3620,409000493210',2018-06-05,OXYGEN NFS SETT 03-06-201,4000.0,0.0,4031772.180000006,2018,6,5,CHECK_WITHDRAWAL,4000.0,C931482420
3621,409000493210',2018-06-05,Indiaforensic  RUPAY SETT 050618,510.71,0.0,4031261.4700000063,2018,6,5,DEBIT,510.71,C885951223
3622,409000493210',2018-06-05,Indiaforensic  RUPAY SETT 050618,5111.42,0.0,4026150.0500000063,2018,6,5,CASH_OUT,5111.42,C716083600
3623,409000493210',2018-06-06,OXYGEN NFS SETT 04-06-201,100.0,0.0,4026050.0500000063,2018,6,6,PAYEMENT,100.0,C1810132623
3624,409000493210',2018-06-06,OXYGEN NFS SETT 04-06-201,100.0,0.0,4025950.0500000063,2018,6,6,PAYEMENT,100.0,C655381473
3625,409000493210',2018-06-06,OXYGEN NFS SETT 05-06-201,1000.0,0.0,4024950.0500000063,2018,6,6,DEBIT,1000.0,C985934102
3626,409000493210',2018-06-06,TRF FROM  Indiaforensic SERVICES,0.0,2140000.0,6164950.050000006,2018,6,6,TRANSFER,2140000.0,C42158278
3627,409000493210',2018-06-06,Indiaforensic  RUPAY SETT 060518,1752.75,0.0,6163197.300000006,2018,6,6,DEBIT,1752.75,C1100767002
3628,409000493210',2018-06-07,Indiaforensic  RUPAY SETT 070618,1403.17,0.0,6161794.130000006,2018,6,7,DEBIT,1403.17,C1899073220
3629,409000493210',2018-06-07,Indiaforensic  RUPAY SETT 070618,13580.12,0.0,6148214.010000006,2018,6,7,DEBIT,13580.12,C24119573
3630,409000493210',2018-06-07,OXYGEN NFS SETT 06-06-201,2000.0,0.0,6146214.010000006,2018,6,7,PAYEMENT,2000.0,C977993101
3631,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,6144214.010000006,2018,6,8,DEBIT,2000.0,C884457408
3632,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9000.0,0.0,6135214.010000006,2018,6,8,PAYEMENT,9000.0,C681979935
3633,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8500.0,0.0,6126714.010000006,2018,6,8,PAYEMENT,8500.0,C1330106945
3634,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,300.0,0.0,6126414.010000006,2018,6,8,CASH_OUT,300.0,C453211571
3635,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,300.0,0.0,6126114.010000006,2018,6,8,CHECK_WITHDRAWAL,300.0,C1504109395
3636,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,300.0,0.0,6125814.010000006,2018,6,8,PAYEMENT,300.0,C998351292
3637,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,6117814.010000006,2018,6,8,PAYEMENT,8000.0,C977993101
3638,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5500.0,0.0,6112314.010000006,2018,6,8,DEBIT,5500.0,C985934102
3639,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,6106314.010000006,2018,6,8,CASH_OUT,6000.0,C1360767589
3640,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,6098314.010000006,2018,6,8,DEBIT,8000.0,C662736689
3641,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,6088314.010000006,2018,6,8,CASH_OUT,10000.0,C1674899618
3642,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,6080314.010000006,2018,6,8,PAYEMENT,8000.0,C985934102
3643,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,400.0,0.0,6079914.010000006,2018,6,8,DEBIT,400.0,C1339858954
3644,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,6074914.010000006,2018,6,8,DEBIT,5000.0,C1997859171
3645,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,6064914.010000006,2018,6,8,CASH_OUT,10000.0,C2081595126
3646,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,3000.0,0.0,6061914.010000006,2018,6,8,CASH_OUT,3000.0,C295372946
3647,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,6056914.010000006,2018,6,8,CASH_OUT,5000.0,C1453128758
3648,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2500.0,0.0,6054414.010000006,2018,6,8,DEBIT,2500.0,C451111351
3649,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,6052414.010000006,2018,6,8,PAYEMENT,2000.0,C1432687668
3650,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,6047414.010000006,2018,6,8,DEBIT,5000.0,C1346667529
3651,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,1500.0,0.0,6045914.010000006,2018,6,8,PAYEMENT,1500.0,C909295153
3652,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2500.0,0.0,6043414.010000006,2018,6,8,DEBIT,2500.0,C934085675
3653,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2500.0,0.0,6040914.010000006,2018,6,8,CASH_OUT,2500.0,C1023714065
3654,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,6038914.010000006,2018,6,8,DEBIT,2000.0,C11003494
3655,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,300.0,0.0,6038614.010000006,2018,6,8,CASH_OUT,300.0,C1778801068
3656,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,6033614.010000006,2018,6,8,PAYEMENT,5000.0,C1870252780
3657,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,800.0,0.0,6032814.010000006,2018,6,8,CASH_OUT,800.0,C1816757085
3658,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7000.0,0.0,6025814.010000006,2018,6,8,CASH_OUT,7000.0,C998351292
3659,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8500.0,0.0,6017314.010000006,2018,6,8,DEBIT,8500.0,C453211571
3660,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,1000.0,0.0,6016314.010000006,2018,6,8,CASH_OUT,1000.0,C42158278
3661,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,6010314.010000006,2018,6,8,CHECK_WITHDRAWAL,6000.0,C2134357721
3662,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,6002314.010000006,2018,6,8,DEBIT,8000.0,C1380361139
3663,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5996314.010000006,2018,6,8,CASH_OUT,6000.0,C1568059495
3664,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,5991314.010000006,2018,6,8,CHECK_WITHDRAWAL,5000.0,C1135523296
3665,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2400.0,0.0,5988914.010000006,2018,6,8,PAYEMENT,2400.0,C1850180796
3666,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6900.0,0.0,5982014.010000006,2018,6,8,CHECK_WITHDRAWAL,6900.0,C1498438472
3667,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8700.0,0.0,5973314.010000006,2018,6,8,PAYEMENT,8700.0,C932583850
3668,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5965314.010000006,2018,6,8,CHECK_WITHDRAWAL,8000.0,C1789550256
3669,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7000.0,0.0,5958314.010000006,2018,6,8,CASH_OUT,7000.0,C361268035
3670,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8200.0,0.0,5950114.010000006,2018,6,8,PAYEMENT,8200.0,C1538745405
3671,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,5940114.010000006,2018,6,8,CHECK_WITHDRAWAL,10000.0,C1789550256
3672,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,5930114.010000006,2018,6,8,DEBIT,10000.0,C769342184
3673,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,500.0,0.0,5929614.010000006,2018,6,8,CHECK_WITHDRAWAL,500.0,C214187874
3674,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,5924614.010000006,2018,6,8,DEBIT,5000.0,C977993101
3675,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9000.0,0.0,5915614.010000006,2018,6,8,DEBIT,9000.0,C1262822392
3676,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,200.0,0.0,5915414.010000006,2018,6,8,PAYEMENT,200.0,C1870252780
3677,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8700.0,0.0,5906714.010000006,2018,6,8,CHECK_WITHDRAWAL,8700.0,C2134357721
3678,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,4000.0,0.0,5902714.010000006,2018,6,8,CHECK_WITHDRAWAL,4000.0,M325897214
3679,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,500.0,0.0,5902214.010000006,2018,6,8,PAYEMENT,500.0,C838411509
3680,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,4000.0,0.0,5898214.010000006,2018,6,8,CASH_OUT,4000.0,C985934102
3681,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,3500.0,0.0,5894714.010000006,2018,6,8,CASH_OUT,3500.0,M1636256669
3682,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,5892714.010000006,2018,6,8,CHECK_WITHDRAWAL,2000.0,M1328349514
3683,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9000.0,0.0,5883714.010000006,2018,6,8,PAYEMENT,9000.0,C234430897
3684,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,500.0,0.0,5883214.010000006,2018,6,8,CASH_OUT,500.0,C1711105800
3685,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8700.0,0.0,5874514.010000006,2018,6,8,CHECK_WITHDRAWAL,8700.0,C657736958
3686,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7000.0,0.0,5867514.010000006,2018,6,8,CASH_OUT,7000.0,C154319946
3687,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5861514.010000006,2018,6,8,CHECK_WITHDRAWAL,6000.0,M1890097328
3688,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7300.0,0.0,5854214.010000006,2018,6,8,CHECK_WITHDRAWAL,7300.0,C1916720513
3689,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,100.0,0.0,5854114.010000006,2018,6,8,DEBIT,100.0,M254145674
3690,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,5844114.010000006,2018,6,8,CASH_OUT,10000.0,M992893965
3691,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7400.0,0.0,5836714.010000006,2018,6,8,CHECK_WITHDRAWAL,7400.0,M1413005690
3692,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7900.0,0.0,5828814.010000006,2018,6,8,PAYEMENT,7900.0,M1117448897
3693,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9100.0,0.0,5819714.010000006,2018,6,8,CASH_OUT,9100.0,C836514715
3694,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5811714.010000006,2018,6,8,DEBIT,8000.0,M146605930
3695,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5803714.010000006,2018,6,8,CHECK_WITHDRAWAL,8000.0,M326692514
3696,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5795714.010000006,2018,6,8,DEBIT,8000.0,M1716661933
3697,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,600.0,0.0,5795114.010000006,2018,6,8,DEBIT,600.0,M244430068
3698,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8100.0,0.0,5787014.010000006,2018,6,8,DEBIT,8100.0,M1487814699
3699,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,400.0,0.0,5786614.010000006,2018,6,8,CASH_OUT,400.0,M1135348328
3700,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5778614.010000006,2018,6,8,PAYEMENT,8000.0,M925410680
3701,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9000.0,0.0,5769614.010000006,2018,6,8,DEBIT,9000.0,M501244955
3702,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5761614.010000006,2018,6,8,CHECK_WITHDRAWAL,8000.0,M440815523
3703,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5755614.010000006,2018,6,8,PAYEMENT,6000.0,M1556841942
3704,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7000.0,0.0,5748614.010000006,2018,6,8,DEBIT,7000.0,M630949334
3705,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,700.0,0.0,5747914.010000006,2018,6,8,CHECK_WITHDRAWAL,700.0,C1941598182
3706,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5741914.010000006,2018,6,8,DEBIT,6000.0,M34150451
3707,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,1100.0,0.0,5740814.010000006,2018,6,8,PAYEMENT,1100.0,M1678856266
3708,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5734814.010000006,2018,6,8,CHECK_WITHDRAWAL,6000.0,M524536503
3709,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5000.0,0.0,5729814.010000006,2018,6,8,CASH_OUT,5000.0,M644399750
3710,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,9000.0,0.0,5720814.010000006,2018,6,8,PAYEMENT,9000.0,M2124562732
3711,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,4000.0,0.0,5716814.010000006,2018,6,8,CHECK_WITHDRAWAL,4000.0,C2034460325
3712,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,100.0,0.0,5716714.010000006,2018,6,8,CASH_OUT,100.0,M716996660
3713,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,3000.0,0.0,5713714.010000006,2018,6,8,CASH_OUT,3000.0,M1195473402
3714,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,10000.0,0.0,5703714.010000006,2018,6,8,DEBIT,10000.0,M209667159
3715,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,5701714.010000006,2018,6,8,CHECK_WITHDRAWAL,2000.0,M1579356102
3716,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8500.0,0.0,5693214.010000006,2018,6,8,CHECK_WITHDRAWAL,8500.0,M212397882
3717,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,2000.0,0.0,5691214.010000006,2018,6,8,CHECK_WITHDRAWAL,2000.0,M1361009437
3718,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,300.0,0.0,5690914.010000006,2018,6,8,CASH_OUT,300.0,M2053668237
3719,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,6000.0,0.0,5684914.010000006,2018,6,8,PAYEMENT,6000.0,M1743702241
3720,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7500.0,0.0,5677414.010000006,2018,6,8,CASH_OUT,7500.0,M2074687317
3721,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,5800.0,0.0,5671614.010000006,2018,6,8,CHECK_WITHDRAWAL,5800.0,M870593736
3722,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5663614.010000006,2018,6,8,DEBIT,8000.0,M1715606187
3723,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5655614.010000006,2018,6,8,CASH_OUT,8000.0,M876864630
3724,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8000.0,0.0,5647614.010000006,2018,6,8,PAYEMENT,8000.0,C1134894336
3725,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,8500.0,0.0,5639114.010000006,2018,6,8,CHECK_WITHDRAWAL,8500.0,M854977732
3726,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,4800.0,0.0,5634314.010000006,2018,6,8,PAYEMENT,4800.0,M463759298
3727,409000493210',2018-06-08,OXYGEN NFS SETT 07-06-201,7100.0,0.0,5627214.010000006,2018,6,8,CHECK_WITHDRAWAL,7100.0,M2130242983
3728,409000493210',2018-06-08,Indiaforensic  RUPAY SETT 080618,12034.99,0.0,5615179.020000006,2018,6,8,PAYEMENT,12034.99,M704530496
